chr6	2948158	2949020	-	754	450
chr19	49684948	49688448	+	754	541
chr5	75552570	75609990	+	747	462
chr16	47287048	47298924	-	746	410
chr9	137550818	137552616	+	744	519
chr12	121446144	121521375	-	739	411
chr17	75765673	75776427	-	732	322
chr14	24142617	24146612	-	721	488
chr2	58252525	58252692	+	701	513
chr11	123042217	123057379	-	677	284
chr16	29406717	29425781	-	670	472
chr7	38238908	38253648	-	662	263
chr6	30538788	30556489	-	661	425
chr5	18162985	18175804	+	658	509
chr1	171470015	171485442	-	651	333
chr16	81490201	81508545	+	642	400
chr12	9116408	9123894	+	636	282
chr20	36905725	36995563	+	622	415
chr19	18178129	18192984	+	620	263
chrX	24354818	24354962	+	620	441
chr9	33039918	33041708	+	615	354
chr2	30160538	30164491	+	610	345
chr15	85066519	85110315	+	607	364
chr16	81703995	81713221	+	605	381
chr16	47361376	47428899	-	602	337
chr5	154808488	154818395	+	601	424
chr6	36606099	36618250	+	601	332
chr2	10606226	10659192	-	599	367
chr5	107194860	107195155	-	587	439
chr7	2418892	2451017	+	583	363
chr1	44817478	44819880	-	582	310
chr20	32090840	32100348	+	582	273
chr10	45423464	45440767	+	579	321
chr10	97322261	97332987	-	577	350
GL000218.1	46904	97454	-	575	383
chr7	105323394	105345353	-	560	366
chr9	134895407	134903213	-	559	296
chr20	5291342	5291879	-	558	426
chr10	74112414	74120160	+	557	345
chr8	38030713	38061184	+	550	326
chr12	7906567	7918927	-	550	196
chr22	50539828	50541082	+	550	314
chr3	187734122	187743668	-	545	293
chr9	131561664	131576363	-	542	307
chr3	30628149	30629113	-	533	361
chr14	22502295	22515202	+	532	292
chr5	154751550	154792781	+	529	339
chr10	74041376	74090151	+	529	304
chr10	18585844	18651647	-	527	329
chr17	32383372	32403301	-	526	356
chr14	103345176	103354030	+	523	319
chr19	16329282	16337763	-	520	307
chr17	4935025	4939156	-	514	379
chr7	996986	997501	-	509	369
chr19	18990886	18995172	-	508	383
chr4	105486087	105486409	+	504	392
chr20	1441489	1452552	-	501	346
chr19	18274512	18279692	-	500	365
chr17	62552214	62600822	+	491	344
chr7	39811543	39812560	+	490	436
chr11	65597052	65598251	-	481	339
chr12	66057580	66058566	+	478	472
GL000194.1	61541	115073	-	475	339
chr6	42746340	42781917	+	474	291
chr17	46487594	46499224	+	474	339
chr15	50280588	50348852	-	471	286
chr19	14503372	14513788	+	471	208
chr14	50125645	50146338	-	470	309
chr6	18427464	18483648	+	466	253
chr7	70711272	70831410	-	466	328
chr5	70090359	70094050	-	465	329
chr5	10679229	10684358	-	454	342
chr2	44065417	44066674	-	453	348
chr7	155762844	155783098	+	452	342
chr1	91733137	91799136	-	447	191
chr11	85947860	85957665	-	446	320
chr5	138469549	138488100	-	442	184
chr17	41692716	41700041	+	442	284
chr9	37348935	37358149	+	433	319
chr10	45361999	45420751	+	433	225
chr19	19668128	19688038	+	427	310
chr7	155665175	155708136	+	425	320
chr17	78841457	78845258	+	425	273
chr9	92689199	92709922	-	424	232
GL000220.1	104030	160889	-	420	334
chr3	56710387	56727152	-	419	225
chr3	15268876	15332582	-	416	256
chr1	244048309	244057476	+	415	308
chr7	155723925	155753810	+	413	290
chr15	44722894	44728817	-	410	248
chr19	7647477	7660408	+	410	304
chr7	139261347	139308969	+	406	297
chr9	137269766	137273546	+	406	321
chr3	31648914	31657802	+	404	243
chrX	52832228	52832396	-	401	329
chr14	67931117	68057342	-	400	267
chr19	39409690	39412098	+	400	269
chr3	108856494	108883352	+	399	217
chr19	3777968	3786187	-	399	199
chrX	72161792	72200122	+	399	309
chr2	157376127	157380658	-	392	307
chr6	41683977	41692494	-	391	300
chr14	50116923	50123878	-	388	288
chr22	39973792	39990459	+	386	238
chr1	28648829	28652412	+	385	250
chrX	20247408	20256210	+	384	291
chr14	22535323	22546417	+	383	231
chr14	75283198	75288444	-	383	250
chr4	164943945	164944050	+	379	319
chr17	30477419	30512805	+	379	266
chr11	2295627	2301919	-	375	293
chr5	149542692	149556496	-	374	272
chr17	81554631	81566309	-	371	291
chr17	59842480	59844816	-	369	221
chr3	30606298	30623093	-	366	259
chr17	62478130	62517229	+	365	265
chr6	35321958	35337544	+	364	239
chr12	111415692	111435784	-	363	249
chr14	92134275	92165715	+	360	270
chr1	149364982	149372290	+	358	236
chr10	102662823	102706252	-	358	256
chr20	5611055	5620443	+	356	227
chr6	42750963	42776201	-	355	251
chr6	18387444	18402155	+	350	189
chr5	66094422	66113810	+	347	193
chr16	11535762	11546657	-	347	213
chr2	171762367	171773729	+	346	234
chr19	49631539	49637744	-	346	248
chr3	96617241	96618488	-	345	293
chr19	14502892	14513685	-	342	146
chr3	196762471	196783588	+	340	253
chr22	47177635	47190132	+	339	197
chr10	74028466	74120173	-	337	234
chr17	59847061	59859377	+	337	189
chr8	9555323	9624465	+	336	253
chr2	200845786	200852619	-	334	222
chr20	58715412	58715844	+	331	269
chr3	185900865	185914308	-	330	206
chr3	32759706	32773875	+	327	250
chr9	136401220	136410301	-	325	263
chr15	65304795	65311522	+	325	231
chr7	105314518	105321919	-	323	248
chr11	107316301	107321117	-	321	251
chr16	30255629	30265781	-	321	269
chr16	30257684	30265746	+	320	269
chr6	32860734	32865078	+	318	246
chr14	20477222	20482342	+	318	198
chr8	9769568	9783390	+	317	232
chr3	30630382	30632998	-	316	230
chr16	4671410	4690974	+	316	256
chr1	145980544	145992389	-	313	201
chr17	46488675	46499666	-	313	235
KI270706.1	1303	73488	+	312	211
KI270713.1	16771	22425	-	309	241
chr9	93041033	93051996	+	308	214
chr14	50188899	50229560	+	306	241
chr20	32064615	32072990	+	306	189
chr16	87404591	87406076	+	304	249
chr5	57167914	57173392	-	303	200
chr8	56957580	56966298	-	302	243
chr4	154533905	154539220	-	300	257
chr8	30576581	30587531	-	300	245
chr14	67950993	67964421	+	296	203
chr14	99142567	99156172	-	296	144
chr7	142797339	142800814	+	295	201
chr17	81587338	81613497	-	295	229
chr7	5514266	5526335	-	293	171
chr4	25728724	25747142	-	292	144
chr17	62538096	62541976	-	291	243
chr1	144412377	144413225	+	290	210
chr14	92693691	92703793	+	289	206
chr1	52669914	52684234	+	287	212
KI270733.1	120125	177524	-	286	246
chr19	18178736	18192486	-	284	174
chr11	10851236	10858059	-	283	235
chr15	84982737	84998284	+	283	211
chr19	14370222	14374930	-	281	183
chr19	46719508	46719970	-	279	219
chr17	75765545	75772742	+	278	142
chr6	36606083	36616547	-	276	169
chr8	38383469	38385923	+	276	197
chr6	151394178	151410540	+	275	204
chr2	32323014	32334880	+	274	201
chr14	50158608	50188814	-	274	197
chr2	152758761	152763022	+	273	231
chr2	186029272	186148395	-	271	160
chr6	32652369	32655744	-	270	167
chr11	10758953	10775554	+	266	200
chr12	124900661	124911603	-	266	200
chr11	66228393	66230369	+	265	202
chr16	29406784	29415168	+	265	213
chr6	123760379	123760452	+	264	54
chr17	74517796	74521012	-	264	163
chr7	121347427	121365626	-	263	191
chr16	47167460	47178372	-	262	183
chr1	156737290	156738547	-	260	213
chr9	80324418	80338158	+	260	96
chr4	166535530	166603815	+	259	236
chr12	31787937	31790890	-	259	225
GL000219.1	77560	100228	-	259	220
chr22	40938578	40951087	-	258	178
chr3	196455485	196468755	-	257	166
chr15	59689525	59692051	+	255	189
chr6	30992859	30994969	-	254	221
chr16	22536547	22545112	+	254	215
chr17	44191433	44191790	+	254	224
chr17	59842266	59845817	+	253	190
chr17	81574582	81605933	+	252	193
chr7	121366679	121396323	-	251	177
chr20	50876724	50883124	+	251	188
chr6	32567344	32577837	-	250	156
chr14	90410063	90423039	-	250	123
chr9	75168361	75174429	+	249	183
chr3	50658159	50667621	+	248	177
chr6	30597180	30600382	-	248	174
chr11	123050644	123055769	+	248	156
chr19	45478869	45485215	-	247	144
chr1	96448318	96448636	+	246	215
chr5	127545555	127556095	+	246	204
chr7	30496352	30497076	-	246	187
chr19	39404536	39406775	-	245	181
chr19	48876309	48880961	-	245	183
chrX	73223558	73223746	+	245	216
chr7	102522823	102531879	-	244	196
chr8	30083468	30087224	+	243	168
chr19	18255709	18257095	-	243	117
chr2	85310395	85314693	-	242	201
chr13	20962201	20962943	+	242	215
chr7	2533406	2537623	-	241	194
chr4	141439438	141451481	+	239	141
chr10	26573199	26577474	+	239	193
chr14	35398647	35400234	+	238	154
chr2	43448596	43468402	-	236	176
chr4	13435742	13454896	-	236	172
chr9	80257125	80266989	+	235	98
chr17	77410662	77420421	+	235	187
chr1	96678759	96678873	-	234	207
chr9	37205655	37213039	-	234	184
chr22	21886679	21909976	-	234	136
chr2	73745889	73748856	+	232	203
chr7	87324584	87345081	-	232	196
chr16	81526979	81543956	+	232	172
chr19	2754714	2755181	-	232	192
chr2	32325722	32356733	-	231	170
chr2	218201407	218201683	+	231	196
chr15	77037505	77041401	+	231	193
chr6	132818181	132827034	+	229	164
chr7	44069456	44070894	+	229	194
chr1	26478596	26489922	-	226	121
chr11	503597	512156	+	226	177
chr16	69371820	69386320	-	225	190
chr8	60742752	60781324	+	224	162
chr22	42373814	42380061	-	224	160
chr1	46331067	46340686	-	223	156
chr5	141630331	141637083	-	222	171
chr11	56691211	56691686	+	222	198
chr14	57203850	57215490	-	222	193
chr19	14408851	14418848	+	222	175
chr20	36898393	36904586	+	222	178
chr2	74556612	74557775	+	221	183
chr14	24168043	24171505	+	221	171
chr17	77429832	77431854	+	221	170
chr3	150763488	150765954	+	219	187
chr5	76739249	76740172	+	219	52
chr3	156823424	156825480	-	218	129
chr16	12651914	12659301	-	217	141
chr1	120354742	120356000	+	216	155
chr5	151093584	151100058	-	215	185
chr9	63819885	63823130	+	214	156
chr19	48876329	48880963	+	214	166
chr10	23138373	23139772	+	213	191
chr16	22539500	22543994	-	213	182
chr16	81570223	81573382	+	212	162
chr1	204506519	204511047	+	211	175
chr4	40247588	40257211	+	211	132
chr5	141999864	142005056	-	211	177
chr7	105288453	105293118	+	210	177
chr16	81475545	81483957	+	210	166
chr17	30518073	30522609	+	210	186
chr17	62482073	62514847	-	210	166
chr19	35879806	35887435	-	210	156
chr11	65446034	65454622	+	209	125
chr12	3778235	3791542	-	209	147
chr17	3930615	3946423	+	209	165
chr7	2531882	2537800	+	208	154
chr1	156714164	156720791	-	207	153
chr7	29782808	29782939	+	207	149
chr17	8216412	8221092	-	206	174
chr6	41921707	41934925	-	204	149
chr15	88988759	88988936	-	204	181
chr7	105189993	105204973	-	203	156
chr19	12317561	12333520	-	203	156
chr2	74184794	74186109	-	202	40
chr3	36977391	36984759	-	202	142
chr4	13357376	13377756	-	202	180
chrX	56385530	56454791	+	202	132
chr1	155935274	155941302	-	201	147
chr6	52264013	52264554	-	201	170
chr12	31993114	32000219	+	201	165
chr14	55229681	55229953	+	201	181
chr1	150722236	150728427	-	200	144
chr6	28895751	28896358	-	200	117
chr1	27886696	27891473	+	199	139
chr1	160091339	160092583	-	199	175
chr2	38741237	38743485	-	199	157
chr5	172829180	172834165	-	199	134
chr12	111912983	111926659	+	198	113
chrY	13225595	13234194	-	198	151
chr3	129275231	129277740	+	197	172
chr8	23292086	23296536	+	197	167
chr2	113658694	113659245	+	196	177
chr17	77451048	77455997	+	196	152
chrY	1382694	1386127	-	196	157
chr5	34926754	34929012	-	195	162
chr9	107481065	107484832	-	195	130
chr19	54602381	54606023	+	195	147
chr21	33360364	33362308	-	195	143
chr1	10459640	10472147	-	193	163
chr19	7472567	7476277	+	193	156
chr14	22516352	22525230	+	192	130
chr17	8134902	8140319	-	192	110
chr20	32052244	32053497	+	192	130
chr6	57059209	57084762	+	191	148
chr12	49780393	49790139	-	191	139
chr15	85091912	85097050	-	191	161
chr16	4082297	4102670	-	191	135
chr19	4868223	4877567	-	191	137
chr1	159904911	159915208	-	190	140
chr1	204558289	204573229	+	190	150
chr6	32981516	32998063	+	190	121
chr11	2318405	2325502	+	190	145
chr12	121564309	121580252	-	189	135
chr17	62518410	62540330	+	189	151
chrX	16717790	16719455	-	189	141
chr3	196811394	196836999	-	188	151
chr9	35758802	35767078	+	188	143
chr1	39047854	39067122	+	187	137
chr1	108088686	108125122	+	187	116
chr1	180703056	180735225	+	187	138
chr8	124295365	124301178	-	187	137
chr2	23709092	23720978	-	186	150
chr2	43237482	43266760	-	185	126
chr4	141427968	141438040	+	185	118
chr11	47596803	47616679	-	185	143
chr15	31319704	31327974	-	185	148
chr16	29416481	29425774	+	185	156
chr20	32074715	32085494	+	185	130
chr2	43534542	43567544	-	184	142
chr10	95697656	95705917	+	182	97
chr19	19628934	19629352	+	182	146
chr2	86492795	86503273	-	181	121
chr17	3952242	3964709	-	179	141
chr1	228114622	228114835	-	178	160
chr2	85105123	85118041	+	178	143
chr5	149491869	149494309	-	178	157
chr1	91832932	91943387	+	177	132
chr7	77640507	77657629	+	177	128
chr10	68952409	68956095	-	177	110
chr20	2834221	2837407	-	177	153
chr1	151269317	151273255	-	176	158
chr11	10778747	10780339	+	176	148
chr1	171470042	171484526	+	175	122
chr3	182923495	182934789	+	175	117
chr10	30930417	30998898	+	175	141
chr12	71698985	71704766	+	175	151
chr12	108704013	108721892	-	175	117
chr16	1418977	1420190	-	175	142
chr3	30651233	30655176	-	174	137
chr11	10793461	10796950	-	174	121
chr1	145984158	145991383	+	173	124
chr2	237103407	237113254	+	173	132
chr7	56063565	56063989	+	173	147
chr10	68543972	68544236	-	173	163
chr17	29551466	29554857	+	173	153
chr19	41431317	41432346	-	173	149
chr1	90906986	90915122	-	172	139
chr6	30653213	30673025	-	172	146
chr8	9646561	9656406	+	172	139
chr14	68065933	68069513	+	172	142
chr21	15890456	15895527	+	172	137
chr16	11531047	11546509	+	171	133
chr7	66984021	66987679	-	170	125
chr10	80145444	80150460	-	170	145
chr1	44817398	44821796	+	169	98
chr22	26516388	26521944	-	169	120
chr1	178599789	178625622	+	168	104
chr1	204512808	204516285	-	168	128
chr5	131406433	131413445	+	168	132
chr14	67933893	67949220	+	168	125
chr1	160215713	160216796	-	167	157
chr2	32316811	32321626	+	167	129
chr3	101861023	101866619	+	166	122
chr7	105115034	105123622	-	166	145
chr10	102662808	102667972	+	166	120
chr16	3972311	4004110	-	166	121
chr20	63628910	63638760	+	166	98
chr1	27922821	27922931	-	165	117
chr6	31507020	31511124	+	165	145
chr14	21190054	21199766	-	165	128
chr21	15896952	15906503	+	165	115
chr9	4944534	4944667	-	164	148
chr13	65483305	65787857	-	164	144
chr19	13848037	13853835	+	164	135
chr20	5540544	5543805	-	164	125
chr1	149870932	149884436	-	163	99
chr7	100439895	100443985	+	163	99
chr11	66221698	66224205	+	163	133
chr12	8944524	8950011	-	163	134
chr12	11204142	11208923	+	163	124
chr1	149851652	149853639	+	162	135
chr3	96351176	96352146	+	162	150
chr3	138644933	138652323	-	161	117
chr8	9668484	9677293	+	161	133
chr8	37851898	37858244	-	161	98
chr11	65508075	65514347	+	161	121
chr12	54548267	54549363	+	161	131
chr19	14007499	14019415	+	161	119
chr22	21745474	21754756	-	161	126
chr1	180632078	180644129	+	160	131
chr2	201215103	201224967	+	160	141
chr14	67864821	67891939	+	160	135
chr2	32336187	32344383	+	159	120
chr6	30494262	30500008	+	159	117
chr7	105219947	105241652	-	159	130
chr9	137279778	137285950	+	159	140
chr1	15518894	15526352	-	158	113
chr3	52048918	52054012	-	158	134
chr11	107287207	107293974	-	158	130
chr10	97321945	97332773	+	157	135
chr14	92689320	92690245	-	157	130
chr15	85031236	85040329	+	157	117
chr16	47190744	47196306	-	157	121
chr5	151725526	151737236	-	156	130
chr11	127940242	127941813	-	156	144
chr14	22497744	22500949	+	156	100
chr11	67443976	67444888	-	155	134
chr12	113301363	113313616	-	155	129
chr16	2531425	2537523	-	155	130
chr16	3236638	3240390	-	155	115
chr17	77461092	77468637	-	155	122
chr19	14071237	14071372	+	155	149
KI270442.1	344004	352237	-	155	145
chr1	91800985	91804625	-	154	93
chr11	65984940	66001452	+	154	121
chr21	15881319	15889418	+	154	133
chr1	62451307	62452607	+	153	136
chr1	226073242	226082540	+	153	115
chr11	508232	512368	-	153	129
chr12	7906406	7918592	+	153	93
chr12	9845635	9852355	-	153	102
chr17	77441583	77444700	+	153	132
chrX	80668603	80677238	-	153	134
chr5	149532815	149541667	-	152	122
chr7	105375720	105391192	+	152	133
chr12	11256903	11265656	+	152	110
chr17	77493765	77494286	-	152	130
chr3	101576397	101578096	-	151	138
chr5	179610120	179614166	-	151	122
chr7	150693655	150705922	+	151	112
chr8	30605593	30637910	-	151	121
chr21	5101458	5105283	+	151	127
chr6	42195131	42203844	-	150	114
chr12	51093738	51094138	-	150	132
chrX	14921830	14924079	+	150	132
chrY	20926351	20938509	+	150	72
chr1	113926505	113928984	-	149	95
chr1	228109480	228113719	+	149	124
chr5	119249253	119255108	+	149	118
chr7	2430430	2459631	-	149	115
chr9	127790920	127794272	+	149	132
chr10	17237597	17241612	+	149	109
chr16	47084571	47128559	-	149	93
chr1	205957949	205958418	+	148	128
chr3	42537067	42537896	+	148	125
chr3	196740254	196746792	+	148	124
chr7	36504602	36509305	-	148	116
chr10	101610546	101611127	-	148	131
chr7	70747478	70796492	+	147	97
chr8	9725610	9736347	+	147	122
chr10	87747712	87751442	-	147	115
chr16	11243929	11248144	-	147	82
chr19	4039426	4042300	-	147	124
chr3	49340715	49348873	+	146	109
chr12	14938812	14939371	+	146	129
chr12	88142358	88196935	+	146	101
chr14	90408291	90417946	+	146	94
chrX	74573936	74582912	-	146	113
chr1	15430357	15437836	+	145	122
chr2	43428724	43434727	-	145	129
chr2	43582146	43595588	-	145	117
chr6	30494403	30500312	-	145	94
chr6	132818115	132824855	-	145	111
chr7	150245715	150286478	-	145	113
chr10	38079875	38080052	-	145	132
chr11	65995253	66002108	-	145	118
chr12	111405426	111411363	+	145	108
chr16	81510140	81514806	+	145	128
chr18	37814629	37814725	-	145	131
chr1	229603783	229617380	-	144	109
chr17	62612481	62616516	+	144	126
chrY	318859	325549	+	144	110
chr1	52609273	52628458	+	143	106
chr5	129106970	129114032	+	143	131
chr5	154756038	154791507	-	143	118
chr8	55875546	55879781	-	143	104
chr10	67764009	67766317	+	143	57
chr11	62024326	62025652	-	143	108
chr16	81581310	81600584	+	143	111
chr17	30350485	30351465	-	143	40
KI270711.1	4610	15121	-	143	124
chr3	49350290	49357103	-	142	109
chr5	131398478	131405085	+	142	108
chr9	75175550	75181742	+	142	120
chr14	57233254	57244301	-	142	112
chr17	5255762	5274997	+	142	92
chr19	4883100	4890429	-	142	116
chr1	155328147	155333139	+	141	123
chr2	118993144	118994664	+	141	101
chr9	33076821	33079745	+	141	103
chr11	1536730	1537315	+	141	129
chr2	71080387	71086979	+	140	114
chr6	63583713	63589665	+	140	104
chr7	73236258	73240935	+	140	109
chr7	105364159	105372948	+	140	126
chr8	28345587	28346083	-	140	126
chr1	16511209	16514117	-	139	129
chr5	45931152	45977731	-	139	130
chr7	105320996	105331341	+	139	118
chr17	4732373	4733532	+	139	120
chr22	41073563	41073905	-	139	114
chrX	24079042	24126398	+	139	113
chr2	97271140	97276451	+	138	116
chr6	151426016	151448292	-	138	106
chr1	185292108	185292930	-	137	104
chr2	31844035	31858920	-	137	100
chr7	47955353	47961807	-	137	125
chrX	100994904	101009269	-	137	113
chr4	13456051	13484607	-	136	109
chr6	50912575	50912705	-	135	120
chr15	22705001	22705291	+	135	118
chr1	42708656	42715439	-	134	98
chr5	75522041	75532178	+	134	93
chr1	180835893	180853064	+	133	102
chr2	152718331	152722217	+	133	114
chr6	166964445	166969410	-	133	94
chr9	37273424	37276032	-	133	111
chr12	108676440	108701604	-	133	101
chrX	23786322	23787972	-	133	99
chr1	52674032	52683817	-	132	111
chr7	150226462	150234185	-	132	101
chr9	80674935	80683302	+	132	68
chr17	64038353	64039577	-	132	111
chr2	157347038	157356930	-	131	109
chr12	110350614	110352111	+	131	111
chr16	81622806	81626139	+	131	109
chr1	228679062	228687413	-	130	115
chr3	129252628	129264420	+	130	108
chr12	9023621	9024454	-	130	99
chr14	20477682	20482471	-	130	98
chr17	32412457	32423863	+	130	87
chr19	39409696	39412040	-	130	113
chr2	97747851	97750540	-	129	109
chr2	186422253	186486031	-	129	107
chr16	28628482	28629681	-	129	120
chr9	120815327	120817694	-	128	111
chr10	110496684	110497739	-	128	120
chr12	121431280	121440395	+	128	102
chr6	41718224	41719104	-	127	115
chr7	155649098	155653948	+	127	106
chr12	25383014	25385489	-	126	112
chr12	124939461	124939740	-	126	108
chr15	78903354	78914626	+	126	109
chr17	48128392	48133429	-	126	98
chr17	81500445	81508647	+	126	104
chr1	114387295	114393190	-	125	110
chr5	31399938	31413203	-	125	106
chr9	94304213	94314637	+	125	109
chr17	68180703	68188344	+	125	98
chr7	105182479	105187884	-	124	101
chr7	112113739	112179948	-	124	61
chr7	140925509	140927266	+	124	106
chr9	15526971	15527132	-	124	104
chr11	10793279	10795577	+	124	99
chr16	89241739	89244181	+	124	104
chr1	92073817	92074355	-	123	118
chr4	77851234	77854381	-	123	88
chr9	127906799	127908308	-	123	96
chr12	106347615	106348260	-	123	108
chr14	69773932	69775183	-	123	106
chr16	4104058	4114780	-	123	92
chr16	4663981	4670229	+	123	111
chr17	43318258	43324062	+	123	96
chr9	80340043	80344394	+	122	68
chr12	121533418	121538204	-	122	91
chr16	4624914	4633308	+	122	99
chr16	47209267	47213520	-	122	96
chr2	234290278	234294550	+	121	68
chr6	151414012	151421878	+	121	102
chr8	9630283	9645420	+	121	100
chr13	31587335	31670282	-	121	67
chr17	35460886	35463865	-	121	94
chr17	77460899	77466026	+	121	110
chr17	81628185	81637112	-	121	95
chr19	49856458	49856921	-	121	112
chr7	150750120	150759449	+	120	93
chr9	83643523	83644582	+	120	102
chr14	67978045	67983284	+	120	97
chr1	180647120	180650005	+	119	91
chr2	130294405	130294495	+	119	115
chr2	200488957	200489358	-	119	107
chr3	30674791	30681429	-	119	102
chr6	42778292	42781923	-	119	106
chr10	73360598	73366482	-	119	98
chr10	96763377	96826195	+	119	57
chrX	102906894	102917417	+	119	88
chr2	119984973	119994203	+	118	87
chr6	151404228	151408683	-	118	103
chr14	67913545	67928855	+	118	97
chr19	39429213	39432963	-	118	78
chr8	140508069	140511241	-	117	95
chr15	74864582	74867038	+	117	98
chr16	11679159	11679571	-	117	85
chr20	37316860	37317433	+	117	106
chr6	32928758	32934434	-	116	76
chr7	128663560	128666798	+	116	98
chr11	95966223	95976306	-	116	82
chr12	113303074	113313619	+	116	97
chr14	67984983	67990529	+	116	95
chrY	2167334	2174994	-	116	74
chr3	15374270	15375162	-	115	102
chr5	14616754	14619420	+	115	83
chr5	166382599	166382686	+	115	110
chr6	41922875	41934253	+	115	103
chr6	132440205	132445800	-	115	92
chr17	77476939	77479656	+	115	100
chr19	3164463	3171728	-	115	88
chr1	91830155	91853574	-	114	83
chr3	186789902	186791891	-	114	97
chr6	30486614	30486954	+	114	106
chr7	105309067	105316200	+	114	98
chr14	99160998	99165513	-	114	95
chr21	36294726	36296287	-	114	102
chr3	49354516	49357076	+	113	83
chr7	105307656	105313483	-	113	99
chr4	42093187	42099365	+	112	87
chr5	10746170	10752629	-	112	95
chr5	80358619	80359051	-	112	103
chr5	179781427	179791745	+	112	97
chr7	6102128	6104628	-	112	93
chr12	8942958	8943447	-	112	98
chr12	113298770	113299551	-	112	98
chr17	62545333	62549535	-	112	106
chr22	49975655	49982199	+	112	65
chr2	10667939	10674418	-	111	100
chr4	77861021	77862724	-	111	88
chr7	149183095	149191031	+	111	88
chr7	150174587	150198156	-	111	79
chr8	33513594	33517369	+	111	75
chr11	75251051	75260075	-	111	89
chr11	121636112	121647124	+	111	84
chr21	46161159	46161572	-	111	97
chr1	91680132	91682985	-	110	82
chr1	226618971	226627642	-	110	90
chr2	201185944	201203380	+	110	99
chr3	12502231	12507141	+	110	87
chr3	132368599	132371885	+	110	91
chr5	71026972	71029172	-	110	98
chr10	90725480	90725836	+	110	103
chr11	8911473	8920074	+	110	93
chr12	32001384	32008940	+	110	88
chr12	124911172	124911585	+	110	93
chr15	31338961	31344681	+	110	99
chr19	19689301	19694572	-	110	85
chr2	157346501	157347469	+	109	90
chr3	186789903	186793452	+	109	87
chr5	141992690	141997111	+	109	85
chr7	105299601	105301243	+	109	98
chr9	37335675	37340779	+	109	93
chr9	91401047	91408744	-	109	75
chr9	137173845	137179280	-	109	95
chr10	30994188	31001292	-	109	88
chr14	105856310	105863684	-	109	78
chr3	52300381	52302141	+	108	93
chr6	118436912	118445949	-	108	77
