chr14	22502295	22515202	+	532	292
chr1	28648734	28652412	+	526	327
chr17	32383372	32403301	-	526	356
chr14	103345176	103354030	+	523	319
chr18	63063659	63122379	-	521	458
chr9	80361621	80528702	+	517	115
chr6	32567344	32578720	-	509	270
chr17	45566443	45585796	+	509	372
chr2	106603739	106697295	-	508	387
chr4	105486087	105486409	+	504	392
chr19	18274512	18279692	-	500	365
chr5	69624190	69630426	+	495	272
chr7	39811543	39812560	+	490	436
chr6	32859877	32865078	+	488	346
chr9	41359051	41408032	+	487	337
chr9	41229440	41234991	-	480	279
chr14	75272866	75278529	+	480	287
chr9	75147274	75161397	+	479	347
chr12	66057580	66058566	+	478	472
chr19	14503372	14513999	+	475	208
GL000194.1	61541	115073	-	475	339
chr11	65414336	65422456	-	472	324
chr5	69978624	69981021	+	469	352
chr12	9208572	9224064	+	466	229
chr5	70090359	70094050	-	465	329
chr2	97271140	97281226	+	460	308
chr1	144412377	144417816	+	455	323
chr2	44065417	44066674	-	453	348
chr5	42993278	42994813	-	444	296
chr5	138469549	138488100	-	442	184
chr17	41692716	41700041	+	442	284
chr16	3236638	3242027	-	441	239
chr20	3876701	3888081	+	441	289
chr16	30254757	30265781	-	438	351
chr1	44817478	44819843	-	436	265
chr5	71193468	71197541	-	436	355
chr5	138543434	138553412	+	433	315
chr5	70829601	70835749	+	431	327
chr11	65506520	65514347	+	430	274
chr1	234609536	234612653	-	428	282
chr17	78841457	78845301	+	428	273
chr17	43315895	43324062	+	425	319
chr9	92689199	92709922	-	424	232
chr20	4573100	4590981	-	423	375
GL000220.1	104030	160889	-	420	334
chr3	56710387	56727152	-	419	225
chr20	5611009	5705487	+	415	263
chr17	80126474	80133850	-	412	204
chr15	44722894	44728817	-	410	248
chr7	56093990	56101572	-	409	286
chr2	218368126	218374754	+	408	189
chr3	31648914	31657802	+	404	243
chr9	63816440	63823130	+	404	267
chr14	75282256	75288444	-	404	262
chr17	45575399	45585796	-	403	305
chr20	4024444	4024629	+	402	300
chrX	52832228	52832396	-	401	329
chr3	108856494	108883352	+	399	217
chr19	14502892	14514505	-	399	179
chr22	26786603	26841431	+	395	259
chr1	110900102	110902567	-	394	315
chr2	157376127	157380658	-	392	307
chr17	45563593	45574309	-	391	314
chr17	7131231	7146011	+	388	227
chr22	39973792	39990459	+	386	238
chr6	36111308	36123312	+	385	274
chr19	39400966	39406778	+	384	263
chr14	22535323	22546417	+	383	231
chr20	63523169	63527615	+	383	262
chrY	1648094	1731243	+	383	269
chr19	8514353	8520754	-	382	278
chr17	46488675	46503920	-	381	284
chr11	85947860	85957156	-	380	283
chr4	164943945	164944050	+	379	319
chr7	128626901	128642368	+	379	281
chr17	68115523	68125776	+	379	286
chr19	14370222	14375192	-	378	237
chr7	142797339	142800814	+	376	229
chr7	67239743	67278707	-	371	239
chr10	43409172	43412117	+	370	255
chr17	59842480	59844816	-	369	221
chr6	29945903	29956100	+	368	304
chr6	35321788	35337544	+	366	240
chr19	39400643	39406775	-	364	245
chr3	112695399	112695756	-	361	281
chr4	48062739	48066385	-	361	240
chr11	65416581	65422657	+	361	264
chr22	39063642	39070082	+	361	167
chr16	11535762	11547702	-	360	222
chr1	149364982	149372290	+	358	236
chrX	155383237	155383801	+	357	294
chr19	53780986	53793133	-	352	190
chr5	66094422	66113810	+	347	193
chr2	171762367	171773729	+	346	234
chr5	70480594	70483355	+	345	248
chr10	69104849	69110142	+	345	214
chr11	107316301	107325571	-	343	262
chr15	32516640	32519777	-	343	272
chr19	50490969	50503298	+	341	176
chrX	65075470	65108829	+	340	186
chr22	47177635	47190132	+	339	197
chr6	151391562	151404565	+	337	243
chr11	61161824	61166559	-	337	179
chr2	200845786	200852619	-	334	222
chr5	70854747	70863438	+	332	267
chr14	75272659	75278585	-	332	230
chr3	185900865	185914308	-	330	206
chr10	6360382	6421150	-	329	181
chr19	3180725	3185558	+	326	246
chr15	65304795	65311522	+	325	231
chr16	30257684	30265746	+	320	269
chr1	145979540	145992389	-	319	203
chr14	98970895	98972878	-	319	282
chr14	20477222	20482342	+	318	198
KI270706.1	1303	73488	+	312	211
chr11	105035254	105041211	-	311	218
chr2	46630918	46645474	+	310	226
chr17	64471493	64477766	+	310	215
KI270713.1	16771	22425	-	309	241
chr4	75909248	75913177	-	308	212
chr9	93041033	93051996	+	308	214
chr14	24166816	24171505	+	307	222
chr7	5514266	5527078	-	305	181
chr19	48876058	48880963	+	304	229
chrY	13225595	13237488	-	304	237
chr5	57167914	57173392	-	303	200
chr7	72836767	72841939	+	303	261
chr19	57294500	57300942	+	302	259
chr6	36605661	36620979	-	299	176
chr16	29406188	29415168	+	299	232
chr6	26108416	26114864	-	297	160
chr8	101206205	101208032	+	296	210
chr12	9845635	9852982	-	296	209
chr14	99142567	99156172	-	296	144
chr4	25728724	25747142	-	292	144
chr1	44815662	44819732	+	291	151
chr14	92693691	92703793	+	289	206
chr1	52669914	52684234	+	287	212
KI270733.1	120125	177524	-	286	246
chr6	136289912	136293635	+	285	212
chr19	18178736	18192486	-	284	174
chr3	157142688	157146499	+	282	195
chr21	32563314	32567968	-	282	190
chr9	70417959	70420899	-	281	252
chr12	124899314	124911603	-	281	205
chr11	6700069	6713528	-	279	223
chrY	1310385	1326903	+	279	175
chr17	75765545	75772742	+	278	142
chr19	57297503	57298911	-	278	238
chr8	38383469	38385923	+	276	197
chr2	32323014	32334880	+	274	201
chr19	41528991	41531205	-	274	181
chr10	46163246	46186067	-	273	170
chr19	15332582	15340285	+	273	175
chr2	113584135	113587447	+	271	230
chr5	168616996	168617088	+	270	239
chr6	16148249	16159118	+	270	198
chr6	32652369	32655744	-	270	167
chr19	21276794	21289032	-	270	196
chr7	44069456	44071908	+	267	223
chr1	156714164	156721834	-	266	188
chr19	49718232	49733624	-	266	223
chr22	23907271	23926804	-	265	211
chr6	123760379	123760452	+	264	54
chr17	74517796	74521012	-	264	163
chr1	149159848	149162782	-	263	178
chr17	22521366	22521480	-	262	213
chr9	80324418	80338158	+	260	96
chr1	96448318	96557839	+	259	225
chr4	166535530	166603815	+	259	236
chr12	31787937	31790890	-	259	225
GL000219.1	77560	100228	-	259	220
chr22	40938578	40951087	-	258	178
chr3	196455485	196468755	-	257	166
chr6	37029113	37043784	+	257	183
chr9	75167214	75174429	+	257	189
chr3	51538836	51541044	+	256	227
chr7	128658870	128666798	+	256	211
chr6	29635431	29636038	-	255	222
chr6	30992859	30994969	-	254	221
chr13	27945433	27945590	+	254	220
chr15	59689559	59692051	+	254	189
chr16	22536547	22545112	+	254	215
chr1	25240471	25241826	+	253	194
chr3	152545757	152594001	-	253	244
chr4	141425935	141438040	+	252	157
chr15	32467566	32473137	-	252	196
chr8	134821718	134832239	-	251	183
chr14	90410063	90423039	-	250	123
chr2	112825894	112829692	-	249	111
chr6	57915892	57919445	-	249	216
chr3	50658159	50667621	+	248	177
chr6	30597180	30600382	-	248	174
chr11	123050644	123055769	+	248	156
chrX	65212913	65234543	+	248	128
chr1	145281466	145284780	+	247	196
chr5	177315822	177323184	-	247	175
chr9	73170402	73176671	+	247	135
chr14	52311054	52314282	-	247	182
chr19	45478869	45485215	-	247	144
chr2	191675174	191677880	-	246	198
chr19	48876161	48880961	-	246	183
chrX	73223558	73223746	+	245	216
chr7	102522823	102531879	-	244	196
chr8	30083468	30087224	+	243	168
chr19	18255709	18257095	-	243	117
chr2	85310395	85314693	-	242	201
chr13	20962201	20962943	+	242	215
chr16	29507989	29516834	+	242	208
chr6	14136982	14144839	+	241	154
chr7	2533406	2537623	-	241	194
chr4	141439438	141451481	+	239	141
chr10	26573199	26577474	+	239	193
chr14	35398647	35400234	+	238	154
chr9	133018446	133019484	+	237	208
chr19	14007048	14019415	+	237	170
chr22	21885675	21909976	-	237	138
chr10	102661020	102667972	+	236	162
chr7	100438668	100443985	+	235	133
chr1	96678759	96678873	-	234	207
chr4	10117129	10119695	+	234	178
chr3	101861023	101874310	+	233	162
chr2	73745889	73748856	+	232	203
chr17	22521349	22521476	+	232	207
chr2	32325722	32356733	-	231	170
chr2	218201407	218201683	+	231	196
chr5	69636417	69636780	-	231	198
chr7	2529270	2537800	+	231	168
chr11	60171604	60172010	-	231	156
chr15	77037505	77041401	+	231	193
chr2	48516162	48527105	+	230	170
chr5	71137514	71142734	-	229	186
chr6	132818181	132827034	+	229	164
chr7	150756074	150781660	-	228	141
chr14	35395355	35401497	-	228	158
chr1	26477817	26489922	-	227	122
chr13	49634169	49649634	+	226	140
chr7	74890778	74891878	+	225	184
chr16	29372115	29377829	+	225	157
chr6	57055667	57084762	+	224	169
chr22	42373814	42380061	-	224	160
chr7	30243773	30280354	-	223	149
chr11	56691211	56691686	+	222	198
chr11	128426294	128454025	-	222	141
chr3	182922639	182934789	+	221	157
chrX	65279647	65305262	+	220	105
chr1	150721170	150728427	-	219	149
chr5	76739249	76740172	+	219	52
chr3	156823424	156825480	-	218	129
chr5	69920947	69922978	+	217	196
chr16	12651914	12659301	-	217	141
chr1	120354742	120356000	+	216	155
chr1	120910488	120912836	-	216	176
chr5	172806317	172809157	+	216	172
chr15	78898144	78914626	+	216	180
chr4	11373443	11373762	+	215	191
chr5	151093584	151100058	-	215	185
chr6	28894516	28896358	-	215	121
chr9	89181655	89310802	-	215	151
chr11	47596803	47617112	-	215	160
chr1	110657067	110672453	-	214	177
chr2	191696744	191701993	+	213	164
chr10	23138373	23139772	+	213	191
chr16	22539500	22543994	-	213	182
chr19	52231446	52238334	+	212	151
chr1	149173967	149175405	+	211	192
chr1	204506519	204511047	+	211	175
chr4	40247588	40257211	+	211	132
chr19	35879806	35887435	-	210	156
chr11	65446034	65454622	+	209	125
chr19	35384098	35385192	+	209	185
chr22	41929984	41938731	-	209	150
chr3	10153333	10157478	+	208	182
chr5	34926111	34929496	-	208	170
chr5	69624160	69630025	-	207	171
chr7	29782808	29782939	+	207	149
chr17	68229149	68246189	+	207	156
chr17	19188725	19189557	+	206	166
chr3	138914258	138922254	-	205	182
chr5	71214655	71214835	-	205	167
chr15	88988759	88988936	-	204	181
chr12	12696270	12699264	+	203	160
chr12	31993110	32000219	+	203	166
chr17	48874275	48874782	-	203	188
chr17	74531722	74540734	-	203	151
chr2	74184794	74186109	-	202	40
chr3	36977391	36984759	-	202	142
chr5	71211797	71213109	-	202	177
chrX	56385530	56454791	+	202	132
chr1	155935274	155941302	-	201	147
chr14	55229681	55229953	+	201	181
chr1	27886696	27891473	+	199	139
chr1	152048388	152050380	+	199	138
chr2	38741237	38743485	-	199	157
chr4	73984923	73986423	-	199	75
chr5	172829180	172834165	-	199	134
chr21	26235551	26235886	-	199	131
chr9	86283108	86286651	+	198	137
chr12	111912983	111926659	+	198	113
chr19	13154918	13157925	+	198	151
chr19	36152935	36170287	+	198	133
chrY	1382694	1386145	-	198	158
chr4	102499520	102500822	-	197	142
chr6	29890611	29895371	+	197	183
chr2	113658694	113659245	+	196	177
chr10	13302419	13306345	+	196	150
chr9	107481065	107484832	-	195	130
chr17	19062682	19063328	+	195	149
chr19	54602381	54606023	+	195	147
chr21	33360364	33362308	-	195	143
chr19	7472567	7476277	+	193	156
chr12	3778235	3790621	-	192	136
chr12	9139493	9145208	+	192	136
chr14	22516352	22525230	+	192	130
chr17	8134902	8140319	-	192	110
chr22	43015383	43019390	+	192	135
chr12	49780393	49790139	-	191	139
chr19	4868223	4877567	-	191	137
chr21	29002259	29004244	+	191	153
chr1	157786220	157794339	-	190	134
chr1	159904911	159915208	-	190	140
chr1	204558289	204573229	+	190	150
chr6	32981516	32998063	+	190	121
chr11	2318405	2325502	+	190	145
chr22	42615909	42617509	+	189	151
chrX	16717790	16719455	-	189	141
chr9	35758802	35767078	+	188	143
chr11	507313	512156	+	188	148
chr1	39047854	39067122	+	187	137
chr1	108088686	108125122	+	187	116
chr8	124295365	124301178	-	187	137
chr2	23709092	23720978	-	186	150
chr10	3769676	3775965	-	186	140
chr17	19100860	19103029	-	186	146
chr4	153705734	153710043	+	185	132
chr16	29416481	29425774	+	185	156
chr9	66288548	66295250	+	184	143
chr17	41108214	41115973	+	184	83
chr1	148706003	148712319	-	183	136
chr1	150629813	150632913	+	183	135
chr1	203288830	203291006	-	183	156
chr7	25110545	25119994	-	182	136
chr10	95697656	95705917	+	182	97
chr16	2531425	2537523	-	182	151
chr19	19628934	19629352	+	182	146
chr20	45080061	45085497	+	182	152
chr1	9625276	9647043	+	181	140
chr1	224010612	224018205	+	181	118
chr2	86492795	86503273	-	181	121
chr5	71152070	71160534	-	181	154
chr3	46910819	46921101	-	180	134
chr16	87404934	87406076	+	180	146
chrX	56508682	56550421	+	179	94
chr1	149851624	149852456	+	178	148
chr1	228114622	228114835	-	178	160
chr2	84966853	84970961	-	178	153
chr2	85105123	85118041	+	178	143
chr3	169772224	169772799	-	178	140
chr10	68952409	68956152	-	178	111
chrX	107670990	107678017	+	178	139
chr1	150589608	150599932	-	177	137
chr5	42949916	42955933	+	177	126
chr7	77640507	77657629	+	177	128
chr1	151269317	151273255	-	176	158
chr1	193254861	193268017	+	176	147
chr11	102315578	102317256	-	176	129
chr1	171470042	171484526	+	175	122
chr3	138644933	138652658	-	175	127
chr1	134841	135101	-	174	150
chr5	69983114	69986751	+	174	160
chr1	145984158	145991383	+	173	124
chr2	237103407	237113254	+	173	132
chr10	68543972	68544236	-	173	163
chr12	65166856	65169464	-	173	133
chr1	90906986	90915122	-	172	139
chr1	148699504	148702548	-	172	135
chr9	94302631	94314637	+	172	145
chr21	15890456	15895527	+	172	137
chrX	47509776	47511659	-	172	149
chr1	175923544	175944735	-	171	110
chr9	40963884	40972571	-	171	143
chr16	11531047	11546509	+	171	133
chr1	88993081	88998153	+	170	129
chr1	146317079	146321150	-	170	160
chr6	26020907	26023403	+	170	136
chr6	73509887	73515586	+	170	139
chr7	66984021	66987679	-	170	125
chr10	80145444	80150460	-	170	145
chr17	81860654	81864793	+	170	139
chr6	27137498	27138586	-	169	132
chr11	62845268	62851982	-	169	95
chr22	26516388	26521944	-	169	120
chr1	178599789	178625622	+	168	104
chr1	204512808	204516285	-	168	128
chr5	131406433	131413445	+	168	132
chr7	140924939	140927266	+	168	142
chr2	32316811	32321626	+	167	129
chr2	203235823	203238835	-	167	134
chr5	151725526	151738768	-	167	138
chr18	11639759	11643239	-	167	152
chr20	63628910	63638760	+	167	99
chr12	7902924	7918592	+	166	95
chr12	25386389	25389395	+	166	140
chr1	27922821	27922931	-	165	117
chr12	94755482	94794776	-	165	87
chr14	21190054	21199766	-	165	128
chr21	15896952	15906503	+	165	115
chr1	198760769	198767369	+	164	127
chr1	244047383	244048256	-	164	147
chr9	4944534	4944667	-	164	148
chr13	65483305	65787857	-	164	144
chr18	62312230	62322601	+	164	122
chr20	5540544	5543805	-	164	125
chr1	149870932	149884436	-	163	99
chr10	32892427	32900054	-	163	111
chr11	65467234	65481075	-	163	128
chr12	11204142	11208923	+	163	124
chr3	96351176	96352146	+	162	150
chr7	73280395	73283521	-	162	142
chr1	226072301	226082540	+	161	121
chr2	98595795	98598971	+	161	129
chr3	129168045	129168982	+	161	141
chr8	37851898	37858244	-	161	98
chr12	54548267	54549363	+	161	131
chr19	8262758	8268686	+	160	134
chr19	14611388	14618732	-	160	120
chr22	41413437	41426392	+	160	120
chr2	26137625	26140172	+	159	139
chr2	32336187	32344383	+	159	120
chr6	30494262	30500008	+	159	117
chr12	106347575	106349388	-	159	136
chr13	40703218	40728911	-	159	103
chr10	46210477	46217023	-	158	130
chr11	107287207	107293974	-	158	130
chr17	51120988	51124543	+	158	129
chr2	231604882	231608105	+	157	100
chr11	127940242	127941822	-	157	145
chr14	92689320	92690245	-	157	130
chr4	38785124	38790301	-	156	115
chr6	24719998	24720893	-	156	131
chr10	97321945	97331767	+	156	134
chr14	22497744	22500949	+	156	100
chr17	77957709	77959238	+	156	125
chr2	97739978	97740527	+	155	125
chr11	67443976	67444888	-	155	134
chr19	14071237	14071372	+	155	149
KI270442.1	344004	352237	-	155	145
chr1	2547489	2549643	+	154	113
chr1	15829081	15834466	-	154	134
chr3	57566902	57571152	+	154	132
chr12	25383014	25388464	-	154	134
chr21	15881319	15889418	+	154	133
chr1	52609273	52631409	+	153	116
chr2	43208600	43219848	-	153	116
chr9	97893359	97904455	-	153	119
chr11	508232	512368	-	153	129
chr11	62842225	62851351	+	153	92
chr12	11256903	11265656	+	152	110
chr2	61754907	61764351	-	151	120
chr5	179610120	179614166	-	151	122
chr6	7063797	7081882	+	151	97
chr7	150693655	150705922	+	151	112
chr9	85849562	85869688	+	151	105
chr22	41446944	41454319	+	151	121
chr6	42195131	42203844	-	150	114
chrY	20926351	20938509	+	150	72
chr1	228109480	228113719	+	149	124
chr2	142873610	142876027	+	149	106
chr4	87894099	87894304	+	149	132
chr5	77995189	78000493	-	149	121
chr5	119249253	119255108	+	149	118
chr9	127790920	127794272	+	149	132
chr10	17237597	17241612	+	149	109
chr15	92810089	92811389	+	149	111
chr17	68208080	68225488	+	149	124
chr19	53876441	53879032	+	149	121
chr22	21745474	21754470	-	149	115
chrX	56499977	56507332	+	149	89
chr1	205957949	205958418	+	148	128
chr5	14702762	14704707	+	148	121
chr10	87747705	87751442	-	148	116
chr13	22347236	22575675	+	148	75
chr16	11243929	11249205	-	148	83
chr3	108024640	108032452	-	147	124
chr19	4039426	4042300	-	147	124
chr19	13844874	13850915	-	147	120
chrX	118686328	118697084	+	147	131
chr3	49340715	49348873	+	146	109
chr3	50650417	50653800	+	146	118
chr4	88708563	88709280	+	146	125
chr12	14938812	14939371	+	146	129
chr14	90408291	90417946	+	146	94
chr16	89239465	89244181	+	146	123
chrX	74573936	74582912	-	146	113
chrY	665121	988278	+	146	132
chr1	15430357	15437836	+	145	122
chr1	161608219	161608793	+	145	124
chr6	30494403	30500312	-	145	94
chr6	34235200	34236763	-	145	116
chr6	132818115	132824855	-	145	111
chr7	128643467	128651086	+	145	120
chr10	38079875	38080052	-	145	132
chr17	45493655	45506740	-	145	128
chr18	37814629	37814725	-	145	131
chrY	318845	325549	+	145	111
chr2	85328308	85332525	+	143	107
chr7	47955353	47962513	-	143	131
chr8	55875546	55879781	-	143	104
chr10	67764009	67766317	+	143	57
chr11	62024326	62025652	-	143	108
chr12	56145256	56150774	+	143	112
chr13	73995103	74008936	-	143	116
chr17	5255696	5274997	+	143	93
chr17	30350485	30351465	-	143	40
chr20	48919189	48921622	-	143	102
KI270711.1	4610	15121	-	143	124
chr2	88012829	88016351	-	142	79
chr3	49350290	49357103	-	142	109
chr5	131398478	131405085	+	142	108
chr7	102342701	102345543	+	142	132
chr9	75175550	75181742	+	142	120
chr9	83959118	83964374	+	142	110
chr10	97312543	97319258	-	142	107
chr19	4883100	4890429	-	142	116
chr21	28999497	29004317	-	142	122
chr7	105013046	105013424	-	141	128
chr9	33076821	33079745	+	141	103
chr9	40987573	40992138	-	141	120
chr11	1536730	1537315	+	141	129
chr11	47378704	47381496	-	141	103
chrX	154639390	154639812	-	141	124
chr2	71080387	71086979	+	140	114
chr4	77075992	77082252	+	140	112
chr6	63583713	63589665	+	140	104
chr7	73236258	73240935	+	140	109
chr9	112188371	112217621	-	140	102
chr1	16511209	16514117	-	139	129
chr3	157160766	157162531	+	139	127
chr5	45931152	45977731	-	139	130
chr9	40949393	40954228	-	139	115
chr20	3876404	3888210	-	139	120
chr22	30268717	30271728	-	139	90
chr22	41073563	41073905	-	139	114
chrX	24079042	24126398	+	139	113
chr1	120341897	120343036	-	138	121
chr5	70128745	70132556	-	138	126
chr6	26208267	26215150	-	138	93
chr6	26231635	26234260	-	138	89
chr8	20226869	20231726	+	138	98
chr1	155564018	155565590	+	137	118
chr2	31844035	31858920	-	137	100
chrX	100994904	101009269	-	137	113
chr1	52091276	52137161	+	136	118
chr19	39409412	39412255	-	136	118
chrX	107663091	107677058	-	136	107
chr1	26476972	26485311	+	135	104
chr1	110904717	110914437	-	135	120
chr1	155307943	155308621	-	135	65
chr6	50912575	50912705	-	135	120
chr14	71115426	71123046	+	135	106
chr15	22705001	22705291	+	135	118
chr19	49817577	49818153	+	135	102
chr1	42708656	42715439	-	134	98
chr1	244736756	244824233	+	134	91
chr3	129184291	129196230	+	134	105
chr11	39479565	39779519	-	134	41
chr21	27081528	27143216	-	134	119
chr1	52625335	52632821	-	133	97
chr1	148523419	148529227	-	133	113
chr6	38640239	38653336	+	133	100
chr6	166964445	166969410	-	133	94
chr12	9128816	9134927	+	133	83
chrX	23786322	23787972	-	133	99
chr1	52674032	52683817	-	132	111
chr6	26103449	26104976	+	132	101
chr6	53251359	53259170	-	132	95
chr7	150226462	150234185	-	132	101
chr9	80674935	80683302	+	132	68
chr2	157347038	157356930	-	131	109
chr12	101872809	101877296	-	131	104
chr15	31319704	31326834	-	131	104
chr1	120342051	120344831	+	130	107
chr1	228679062	228687413	-	130	115
chr2	136118166	136120036	+	130	102
chr10	110496604	110497739	-	130	120
chr12	9023621	9024454	-	130	99
chr14	20477682	20482471	-	130	98
chr17	32412457	32423863	+	130	87
chr19	19663722	19668663	+	130	89
chr2	97747851	97750540	-	129	109
chr5	83582326	83588988	+	129	85
chr16	28628482	28629681	-	129	120
chr2	186422795	186486031	-	128	106
chr6	32604201	32606041	+	128	105
chr14	24242766	24244449	+	128	106
chr22	39153271	39162070	+	128	83
chr5	151165528	151173944	-	127	109
chr8	8944288	8959631	+	127	93
chr13	45310121	45333317	-	127	92
chr3	129164556	129169333	-	126	109
chr9	35047161	35056037	-	126	101
chr12	9221378	9224533	-	126	92
chr12	124939461	124939740	-	126	108
chr17	48128392	48133429	-	126	98
chr17	81500445	81508647	+	126	104
chr19	2057273	2071015	-	126	107
chr20	47422295	47450289	-	126	50
chr1	150181468	150191989	+	125	99
chr5	150702119	150708374	-	125	101
chr8	23264034	23269714	+	125	81
chr10	26568078	26571960	+	125	109
chr17	68180703	68188344	+	125	98
chr2	177223959	177227486	+	124	106
chr3	130747245	130748154	-	124	55
chr4	112493762	112493953	+	124	112
chr5	133968721	133970150	+	124	95
chr9	15526971	15527132	-	124	104
chr15	30426323	30428832	-	124	107
chr17	7834364	7838165	+	124	102
chr19	35209193	35216207	+	124	93
chrX	107061295	107064418	-	124	104
chr1	92073817	92074355	-	123	118
chr1	247189104	247189794	+	123	111
chr2	136126807	136136816	-	123	99
chr4	77851234	77854381	-	123	88
chr14	69773932	69775183	-	123	106
chr6	31618551	31620385	-	122	92
chr9	80340043	80344394	+	122	68
chr2	234290278	234294550	+	121	68
chr7	100290933	100307316	-	121	103
chr9	91401047	91409042	-	121	86
chr13	31587335	31670282	-	121	67
chr16	88169910	88176538	+	121	100
chr17	35460886	35463865	-	121	94
chr7	150750120	150759449	+	120	93
chr10	3872417	3877233	-	120	89
chr17	74532399	74537551	+	120	93
chrX	107711283	107713027	+	120	105
chr1	150527106	150547179	-	119	88
chr2	130294405	130294495	+	119	115
chr5	180292195	180293092	+	119	100
chr6	31855502	31857616	-	119	92
chr8	43128824	43132722	+	119	108
chr10	73360598	73366482	-	119	98
chr10	96763377	96826195	+	119	57
chr14	24167152	24171746	-	119	108
chr15	90895815	90902099	+	119	77
chrX	102906894	102917417	+	119	88
chr2	119984973	119994203	+	118	87
chr19	18299680	18305198	-	118	89
chr19	39321129	39326118	-	118	84
chr19	39429213	39432963	-	118	78
chr1	120843099	120849666	-	117	102
chr2	112671682	112683118	+	117	51
chr5	131210032	131232825	+	117	85
chr6	32480045	32483861	-	117	97
chr8	140508069	140511241	-	117	95
chr11	108150512	108156945	-	117	107
chr6	32928758	32934434	-	116	76
chr6	35568434	35573572	-	116	96
chr10	92030550	92040295	+	116	96
chr10	97322261	97331878	-	116	95
chr11	95966223	95976306	-	116	82
chr12	56688675	56704768	+	116	93
chr19	47006267	47016967	-	116	87
chrY	2167334	2174994	-	116	74
