event_id	event_type	genes	fully_annotated	pbmc_median_usage	pbmc_range	brain_range	min_brain_abs_delta
cassette:chr16:19715037-19717350:19717485-19718157:19715037-19718157	cassette	KNOP1	True	0.0626797385620915	0.046216216216216216	0.15876839812553628	0.18502668345625714
cassette:chr1:36293935-36294049:36294241-36296582:36293935-36296582	cassette	THRAP3	False	0.04198096264367816	0.03496503496503497	0.155	0.17801903735632185
alt_acceptor:chr16:19715037-19717350:19715037-19718157	alt_acceptor	KNOP1	True	0.04309640522875817	0.05945205479452055	0.10472287275565967	0.17595121381886086
alt_donor:chr1:24646789-24648858:24647208-24648858	alt_donor	SRRM1	True	0.95248703145917	0.07955815810487088	0.0008306901215572315	0.1733250835543002
alt_acceptor:chr4:139073567-139084132:139073567-139116648	alt_acceptor	ELF2	False	0.943106651802304	0.04302477183833109	0.021913503679814705	0.17299170927356844
cassette:chr9:70344269-70346604:70346649-70347065:70344269-70347065	cassette	SMC5	True	0.7170544495082753	0.0625	0.11507936507936511	0.16786618541235954
cassette:chr1:24646789-24647078:24647149-24648858:24646789-24648858	cassette	SRRM1	False	0.03484908301331515	0.03810764231492811	0.05072626956423826	0.1614125992296755
cassette:chr4:139073567-139084132:139116123-139116648:139073567-139116648	cassette	ELF2	False	0.94387031408308	0.044136191677175196	0.020703933747412084	0.16126161843090603
alt_acceptor:chr1:24646789-24647078:24646789-24648858	alt_acceptor	SRRM1	True	0.03484908301331515	0.03581649995508243	0.04849061442271865	0.16000170692231971
alt_donor:chr17:8289414-8289812:8289588-8289812	alt_donor	RANGRF	True	0.08492822966507177	0.020637898686679174	0.02277039848197343	0.15036588798198705
